Id,Label,X,Y,Long axis,Short axis,Orientation,Length,Width
lttbsc4r2_sp133,Lamonte,333.05,58.66,0,0,0,6.79,0.66
lttbsc4r2_sp134,Lamonte,325.14,57.18,0,0,0,3.81,0.4
lttbsc4r2_sp135,connected,307.31,57.17,0.89,0.55,90,10.94,0.39
lttbsc4r2_sp136,isolated,298.06,68.3,0.76,0.74,0,0,0
lttbsc4r2_sp137,Lamonte,301.55,60.86,0,0,0,2.27,0.46
lttbsc4r2_sp138,isolated,327.97,60.35,0.63,0.57,0,0,0
lttbsc4r2_sp139,Lamonte,342.54,65.15,0,0,0,4.02,0.77
lttbsc4r2_sp14,connected,330.93,118.1,0.79,0.62,23.77,1.48,0.61
lttbsc4r2_sp140,Lamonte,328.12,109.28,0,0,0,3.53,0.32
lttbsc4r2_sp141,isolated,327.38,111.24,0.72,0.65,90,0,0
lttbsc4r2_sp142,isolated,374.1,80.52,0.75,0.71,90,0,0
lttbsc4r2_sp143,isolated,370.58,94.59,0.92,0.89,90,0,0
lttbsc4r2_sp144,Lamonte,320.59,78.35,0,0,0,3.88,0.47
lttbsc4r2_sp145,isolated,314.38,134.09,0.8,0.63,90,0,0
lttbsc4r2_sp146,isolated,365.84,123.48,0.93,0.59,90,0,0
lttbsc4r2_sp15,connected,336.09,122.18,0.2,0.11,0,6.69,0.44
lttbsc4r2_sp16,Lamonte,337.59,116.27,0,0,0,2.81,0.31
lttbsc4r2_sp17,Lamonte,342.71,120.18,0,0,0,1.36,0.45
lttbsc4r2_sp18,isolated,357.55,117.82,0.63,0.46,90,0,0
lttbsc4r2_sp19,Lamonte,358.27,116.94,0,0,0,1.75,0.54
lttbsc4r2_sp2,Lamonte,310.96,129.49,0,0,0,3.81,0.46
lttbsc4r2_sp20,Lamonte,355.31,119.24,0,0,0,5.08,0.47
lttbsc4r2_sp21,isolated,363.74,115.72,0.75,0.51,90,0,0
lttbsc4r2_sp22,Lamonte,365.77,113.24,0,0,0,3.53,0.38
lttbsc4r2_sp23,Lamonte,368.8,100.03,0,0,0,3.01,0.6
lttbsc4r2_sp24,Lamonte,368.71,98.39,0,0,0,7.73,0.38
lttbsc4r2_sp25,Lamonte,360.19,115.21,0,0,0,2.2,0.39
lttbsc4r2_sp26,Lamonte,345.02,110.34,0,0,0,7.59,0.77
lttbsc4r2_sp27,Lamonte,351.65,113.75,0,0,0,4.35,0.47
lttbsc4r2_sp28,connected,341.89,111.36,0.52,0.51,90,4.01,0.49
lttbsc4r2_sp29,Lamonte,328.91,116.34,0,0,0,1.52,0.45
lttbsc4r2_sp3,Lamonte,312.88,129.11,0,0,0,3.26,0.54
lttbsc4r2_sp30,Lamonte,326.59,118.82,0,0,0,1.18,0.4
lttbsc4r2_sp31,Lamonte,321.16,115.97,0,0,0,4.71,0.44
lttbsc4r2_sp32,Lamonte,319.93,116.98,0,0,0,1.75,0.47
lttbsc4r2_sp33,Lamonte,317.64,115.81,0,0,0,0.62,0.28
lttbsc4r2_sp34,Lamonte,310.22,114.35,0,0,0,3.2,0.39
lttbsc4r2_sp35,Lamonte,308.15,116.66,0,0,0,2.66,0.31
lttbsc4r2_sp36,isolated,303.43,113.66,1.24,0.66,90,0,0
lttbsc4r2_sp37,connected,318.33,108.87,0.6,0.49,118.09,2.74,0.54
lttbsc4r2_sp38,Lamonte,319.54,112.38,0,0,0,5.52,0.76
lttbsc4r2_sp39,Lamonte,316.96,105.12,0,0,0,6.24,0.45
lttbsc4r2_sp4,Lamonte,324.43,134.95,0,0,0,8.36,0.63
lttbsc4r2_sp40,Lamonte,324.26,107.93,0,0,0,3.77,0.35
lttbsc4r2_sp41,connected,322.4,108.38,0.23,0.21,0,3.03,0.24
lttbsc4r2_sp42,Lamonte,322.23,113.58,0,0,0,0.95,0.55
lttbsc4r2_sp43,connected,331.22,105.15,0.56,0.52,0,18.83,0.66
lttbsc4r2_sp44,connected,325.84,105.74,0.51,0.51,0,2.47,0.64
lttbsc4r2_sp45,Lamonte,329.21,106.09,0,0,0,2.2,0.33
lttbsc4r2_sp46,Lamonte,331.11,104.09,0,0,0,2.37,0.79
lttbsc4r2_sp47,connected,345.73,100.68,0.75,0.4,0,3.09,0.54
lttbsc4r2_sp48,Lamonte,346.63,100.19,0,0,0,0.68,0.49
lttbsc4r2_sp49,Lamonte,344.54,100.29,0,0,0,4.06,0.53
lttbsc4r2_sp5,Lamonte,329.36,134.06,0,0,0,10.83,0.56
lttbsc4r2_sp50,Lamonte,347.56,109.32,0,0,0,1.59,0.37
lttbsc4r2_sp51,Lamonte,348.2,108.77,0,0,0,1.46,0.25
lttbsc4r2_sp52,connected,346.44,95.71,0.82,0.51,0,5.42,0.63
lttbsc4r2_sp53,connected,344.11,92.6,1.16,0.89,62.62,7.34,0.84
lttbsc4r2_sp54,connected,321.24,92.89,1,0.83,90,5.88,0.68
lttbsc4r2_sp55,connected,323.07,90.9,0.87,0.54,90,3.83,0.54
lttbsc4r2_sp56,Lamonte,328.96,89.06,0,0,0,2.94,0.52
lttbsc4r2_sp57,Lamonte,318.19,94.39,0,0,0,2.73,0.46
lttbsc4r2_sp58,Lamonte,304.69,86.83,0,0,0,2.58,0.54
lttbsc4r2_sp59,Lamonte,308.37,87.49,0,0,0,1.64,0.6
lttbsc4r2_sp6,isolated,331.32,121.6,0.92,0.64,0,0,0
lttbsc4r2_sp60,connected,300.19,87.57,0.39,0.26,90,1.84,0.29
lttbsc4r2_sp61,Lamonte,300.92,88.53,0,0,0,6.38,0.23
lttbsc4r2_sp62,connected,307.3,79.23,0.84,0.78,0,4.31,0.57
lttbsc4r2_sp63,Lamonte,320.81,82.89,0,0,0,5.25,0.53
lttbsc4r2_sp64,connected,322.46,82.5,0.91,0.75,90,4.27,0.53
lttbsc4r2_sp65,Lamonte,324.69,79.98,0,0,0,2.63,0.45
lttbsc4r2_sp66,Lamonte,322.64,84.29,0,0,0,1.49,0.45
lttbsc4r2_sp67,Lamonte,320.08,87.79,0,0,0,2.15,0.69
lttbsc4r2_sp68,Lamonte,358.96,85.44,0,0,0,3.48,0.59
lttbsc4r2_sp69,Lamonte,366.21,80.67,0,0,0,2.38,0.7
lttbsc4r2_sp7,connected,337.97,127.08,0.79,0.6,90,2.08,0.5
lttbsc4r2_sp70,isolated,370.06,81.67,0.62,0.58,90,0,0
lttbsc4r2_sp71,Lamonte,375.96,84.61,0,0,0,2.42,0.44
lttbsc4r2_sp72,Lamonte,374.07,83.12,0,0,0,1.38,0.35
lttbsc4r2_sp73,Lamonte,371.41,78.15,0,0,0,3.09,0.28
lttbsc4r2_sp74,isolated,366.53,76.86,0.87,0.54,90,0,0
lttbsc4r2_sp75,Lamonte,366.89,68.74,0,0,0,13.27,0.79
lttbsc4r2_sp76,Lamonte,361.89,73.5,0,0,0,2.54,0.43
lttbsc4r2_sp77,Lamonte,365.18,70.86,0,0,0,3.7,0.24
lttbsc4r2_sp78,connected,369.37,66.66,0.67,0.62,0,3.45,0.38
lttbsc4r2_sp79,Lamonte,373.99,64.83,0,0,0,1.8,0.32
lttbsc4r2_sp8,Lamonte,343.2,122.21,0,0,0,4.53,0.54
lttbsc4r2_sp80,Lamonte,370.01,57.7,0,0,0,6.01,0.61
lttbsc4r2_sp81,connected,376.23,61.77,0.16,0.09,90,0.93,0.17
lttbsc4r2_sp82,Lamonte,374.08,57.75,0,0,0,1.16,0.17
lttbsc4r2_sp83,Lamonte,367.71,58.45,0,0,0,1.44,0.39
lttbsc4r2_sp84,Lamonte,359.41,55.87,0,0,0,4.25,0.52
lttbsc4r2_sp85,Lamonte,359.15,58.44,0,0,0,4.88,0.69
lttbsc4r2_sp86,Lamonte,362.57,62.22,0,0,0,1.98,0.2
lttbsc4r2_sp87,Lamonte,367.84,62.72,0,0,0,1.54,0.57
lttbsc4r2_sp88,isolated,363.43,58.85,0.49,0.48,90,0,0
lttbsc4r2_sp89,Lamonte,364.56,58.53,0,0,0,1.38,0.35
lttbsc4r2_sp9,Lamonte,351.08,124.04,0,0,0,3.44,0.43
lttbsc4r2_sp90,Lamonte,358.04,72.78,0,0,0,1.87,0.6
lttbsc4r2_sp91,Lamonte,357.03,69.94,0,0,0,1.1,0.29
lttbsc4r2_sp92,Lamonte,355.22,91.52,0,0,0,1.51,0.55
lttbsc4r2_sp93,Lamonte,357.83,92.07,0,0,0,1.91,0.6
lttbsc4r2_sp94,Lamonte,365.36,94.93,0,0,0,2.81,0.46
lttbsc4r2_sp95,Lamonte,367.48,100.8,0,0,0,0.97,0.73
lttbsc4r2_sp96,Lamonte,364.7,91.93,0,0,0,0.99,0.3
lttbsc4r2_sp97,isolated,362.31,92.73,0.45,0.3,0,0,0
lttbsc4r2_sp98,Lamonte,364.77,97.72,0,0,0,0.65,0.45
lttbsc4r2_sp99,Lamonte,347.71,58.84,0,0,0,3.83,0.59
lttbsc4r3_sp1,Lamonte,299.41,45.51,0,0,0,2.02,0.42
lttbsc4r3_sp10,Lamonte,307.22,52.53,0,0,0,1.64,0.4
lttbsc4r3_sp11,Lamonte,318.73,40.84,0,0,0,15.43,0.54
lttbsc4r3_sp12,connected,327.46,51.71,0.53,0.5,0,3.73,0.31
lttbsc4r3_sp13,Lamonte,337.77,48.51,0,0,0,2.99,0.49
lttbsc4r3_sp14,Lamonte,335.32,50.79,0,0,0,1.51,0.45
lttbsc4r3_sp15,Lamonte,334.46,43.09,0,0,0,7.04,0.52
lttbsc4r3_sp16,Lamonte,328.94,47.64,0,0,0,1.81,0.39
lttbsc4r3_sp17,isolated,330.98,47.51,0.75,0.36,90,0,0
lttbsc4r3_sp18,connected,331.69,43.82,0.59,0.43,0,1.15,0.31
lttbsc4r3_sp19,Lamonte,337.71,46.97,0,0,0,3.19,0.5
lttbsc4r3_sp2,Lamonte,300.39,45.77,0,0,0,3.24,0.39
lttbsc4r3_sp20,Lamonte,350.55,49.77,0,0,0,7.22,0.42
lttbsc4r3_sp21,isolated,341.38,50.59,0.62,0.49,90,0,0
lttbsc4r3_sp22,Lamonte,348.92,50.25,0,0,0,0.8,0.27
lttbsc4r3_sp23,Lamonte,351.55,45.11,0,0,0,3.4,0.52
lttbsc4r3_sp25,Lamonte,357.51,53.04,0,0,0,1.79,0.48
lttbsc4r3_sp26,Lamonte,356.84,51.58,0,0,0,2.45,0.44
lttbsc4r3_sp27,Lamonte,355.42,44.07,0,0,0,1.24,0.57
lttbsc4r3_sp28,connected,364.04,46.11,0.46,0.44,90,2.1,0.73
lttbsc4r3_sp29,Lamonte,354.92,46.87,0,0,0,6.84,0.46
lttbsc4r3_sp3,Lamonte,298.88,44.99,0,0,0,1.71,0.52
lttbsc4r3_sp30,Lamonte,370.48,49.08,0,0,0,2.64,0.54
lttbsc4r3_sp31,Lamonte,372.07,42.14,0,0,0,5.26,0.61
lttbsc4r3_sp32,Lamonte,369.03,53.15,0,0,0,0.73,0.38
lttbsc4r3_sp33,isolated,374.4,44.46,0.7,0.59,0,0,0
lttbsc4r3_sp34,isolated,376.35,41.41,0.61,0.58,90,0,0
lttbsc4r3_sp35,Lamonte,373.38,36.21,0,0,0,4.52,0.59
lttbsc4r3_sp36,Lamonte,367.78,36.99,0,0,0,6.05,0.52
lttbsc4r3_sp37,Lamonte,372.61,50.61,0,0,0,2.99,0.55
lttbsc4r3_sp38,Lamonte,375.74,48.78,0,0,0,2.78,0.47
lttbsc4r3_sp39,isolated,378.23,35.96,0.81,0.7,90,0,0
lttbsc4r3_sp4,Lamonte,302.39,45.01,0,0,0,2.09,0.55
lttbsc4r3_sp40,Lamonte,369.76,26.63,0,0,0,2.94,0.45
lttbsc4r3_sp41,Lamonte,361.41,36.01,0,0,0,4.97,0.6
lttbsc4r3_sp42,Lamonte,370.41,31.49,0,0,0,4,0.21
lttbsc4r3_sp43,connected,377.42,38.26,0.78,0.61,90,4.91,0.49
lttbsc4r3_sp44,Lamonte,299,35.33,0,0,0,1.46,0.46
lttbsc4r3_sp45,Lamonte,302.05,32.07,0,0,0,5.71,0.65
lttbsc4r3_sp46,connected,298.41,31.49,0.74,0.52,0,1.36,0.53
lttbsc4r3_sp47,Lamonte,299.37,26.91,0,0,0,2.5,0.62
lttbsc4r3_sp48,Lamonte,302.72,24.99,0,0,0,2.22,0.53
lttbsc4r3_sp49,Lamonte,331.22,21.53,0,0,0,1.22,0.41
lttbsc4r3_sp5,Lamonte,301.35,40.08,0,0,0,2.18,0.48
lttbsc4r3_sp50,isolated,362.54,11.35,0.74,0.62,0,0,0
lttbsc4r3_sp51,Lamonte,355.65,22.88,0,0,0,1.32,0.16
lttbsc4r3_sp52,Lamonte,339.68,32.59,0,0,0,2.18,0.21
lttbsc4r3_sp53,Lamonte,317.06,35.44,0,0,0,2.08,0.72
lttbsc4r3_sp54,connected,300.33,14.27,0.49,0.41,0,1.77,0.24
lttbsc4r3_sp55,Lamonte,302.69,12.09,0,0,0,4.15,0.48
lttbsc4r3_sp56,connected,308.02,17.75,0.62,0.62,0,3.3,0.48
lttbsc4r3_sp57,Lamonte,305.68,22.54,0,0,0,3.21,0.39
lttbsc4r3_sp58,isolated,371.97,31.6,0.87,0.7,0,0,0
lttbsc4r3_sp6,Lamonte,313.87,44.41,0,0,0,3.55,0.48
lttbsc4r3_sp7,Lamonte,312.32,47.29,0,0,0,3.2,0.71
lttbsc4r3_sp8,isolated,309.36,49.17,0.84,0.68,90,0,0
lttbsc4r3_sp9,Lamonte,307.85,53.55,0,0,0,1.15,0.45
lttbsc5r2_sp1,Lamonte,379.16,119.84,0,0,0,2.49,0.45
lttbsc5r2_sp10,Lamonte,393.66,115.54,0,0,0,0.89,0.41
lttbsc5r2_sp11,Lamonte,395.71,108.17,0,0,0,2.66,0.39
lttbsc5r2_sp12,isolated,394.87,109.67,0.77,0.48,0,0,0
lttbsc5r2_sp13,isolated,395.59,108.94,1.06,0.79,0,0,0
lttbsc5r2_sp14,Lamonte,397.43,110.77,0,0,0,1.76,0.69
lttbsc5r2_sp15,Lamonte,395.93,107.32,0,0,0,1.53,0.69
lttbsc5r2_sp16,connected,384.15,103.17,0.67,0.41,90,2.38,0.38
lttbsc5r2_sp17,Lamonte,379.2,104.96,0,0,0,2.45,0.66
lttbsc5r2_sp18,connected,385.1,100.4,0.59,0.54,0,1.15,0.38
lttbsc5r2_sp19,isolated,389.85,99.81,0.64,0.6,0,0,0
lttbsc5r2_sp2,Lamonte,382.71,124.02,0,0,0,1.23,0.39
lttbsc5r2_sp20,connected,395,103.2,0.59,0.45,90,0.71,0.24
lttbsc5r2_sp21,connected,397.13,101.1,0.72,0.64,0,2.76,0.63
lttbsc5r2_sp22,Lamonte,400.65,102.61,0,0,0,4.19,0.48
lttbsc5r2_sp23,connected,399.39,97.79,0.79,0.62,0,3.17,0.73
lttbsc5r2_sp24,connected,407.99,78.59,0.5,0.44,0,4.45,0.47
lttbsc5r2_sp25,Lamonte,389.33,79.65,0,0,0,8.01,0.54
lttbsc5r2_sp26,Lamonte,380.88,83.79,0,0,0,4.52,0.36
lttbsc5r2_sp27,connected,394.34,89.89,0.77,0.49,160.22,4.43,0.44
lttbsc5r2_sp28,isolated,379.86,98.65,0.59,0.53,0,0,0
lttbsc5r2_sp29,Lamonte,407.84,83.8,0,0,0,0.96,0.33
lttbsc5r2_sp3,connected,380.18,126.25,0.64,0.61,90,3.91,0.59
lttbsc5r2_sp30,Lamonte,384.44,80.23,0,0,0,3.28,0.36
lttbsc5r2_sp31,isolated,385.88,78.75,1.36,0.81,90,0,0
lttbsc5r2_sp32,isolated,406.25,82.35,0.67,0.54,0,0,0
lttbsc5r2_sp33,isolated,401.45,82.27,1.2,0.97,90,0,0
lttbsc5r2_sp34,Lamonte,398.7,81.46,0,0,0,2.94,0.51
lttbsc5r2_sp35,Lamonte,411.85,76.54,0,0,0,0.96,0.67
lttbsc5r2_sp36,Lamonte,412.42,74.65,0,0,0,1.27,0.56
lttbsc5r2_sp37,Lamonte,404.42,67.44,0,0,0,6.5,0.85
lttbsc5r2_sp38,connected,409.56,74.04,0.33,0.24,0,0.45,0.33
lttbsc5r2_sp39,Lamonte,386.94,75.42,0,0,0,8.15,0.47
lttbsc5r2_sp4,Lamonte,380.2,129.38,0,0,0,3.25,0.22
lttbsc5r2_sp40,connected,403.29,72.73,0.67,0.49,68.55,0.92,0.31
lttbsc5r2_sp41,Lamonte,401.67,71.02,0,0,0,2.03,0.19
lttbsc5r2_sp42,connected,391.5,71.71,0.51,0.26,90,0.44,0.26
lttbsc5r2_sp43,connected,387.83,78.88,0.6,0.38,0,0.86,0.16
lttbsc5r2_sp44,Lamonte,395.22,63.94,0,0,0,2.49,0.18
lttbsc5r2_sp45,connected,385.1,66.02,0.58,0.53,0,1.38,0.3
lttbsc5r2_sp46,Lamonte,384.1,61.89,0,0,0,6.47,0.68
lttbsc5r2_sp47,isolated,380.24,59.76,1.07,0.75,90,0,0
lttbsc5r2_sp48,connected,408.01,68.19,0.81,0.79,90,2.07,0.22
lttbsc5r2_sp49,Lamonte,386.16,115.72,0,0,0,3.06,0.24
lttbsc5r2_sp5,isolated,384.49,118.21,0.57,0.38,0,0,0
lttbsc5r2_sp50,Lamonte,380.8,108.22,0,0,0,2.31,0.22
lttbsc5r2_sp51,isolated,417.54,81.87,0.44,0.35,0,0,0
lttbsc5r2_sp6,Lamonte,388.08,118.91,0,0,0,0.96,0.45
lttbsc5r2_sp7,isolated,380.56,117.41,0.62,0.49,90,0,0
lttbsc5r2_sp8,isolated,378.88,117.28,0.56,0.41,0,0,0
lttbsc5r2_sp9,connected,389.25,113.46,0.84,0.63,90,0.9,0.48
lttbsc5r3_sp1,Lamonte,380.43,50.97,0,0,0,5.17,0.56
lttbsc5r3_sp10,Lamonte,389.73,39.89,0,0,0,2.76,0.24
lttbsc5r3_sp11,Lamonte,388.51,40,0,0,0,3.1,0.84
lttbsc5r3_sp2,Lamonte,386.25,53.83,0,0,0,3.2,0.69
lttbsc5r3_sp3,Lamonte,397.78,52.92,0,0,0,1.58,0.49
lttbsc5r3_sp4,Lamonte,407.45,52.07,0,0,0,4.32,0.57
lttbsc5r3_sp5,Lamonte,409.52,47.18,0,0,0,2.29,0.31
lttbsc5r3_sp6,Lamonte,390.65,48.48,0,0,0,2.16,0.29
lttbsc5r3_sp7,isolated,386.7,36.58,0.68,0.61,0,0,0
lttbsc5r3_sp8,isolated,388.81,26.23,1.09,0.69,90,0,0
lttbsc5r3_sp9,isolated,382.25,13.94,0.5,0.48,0,0,0
